pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
3skj	I	M	0	F	protein	NA	ephrin type-a receptor 2	IMMUNE SYSTEM	06/22/11	Structural And Functional Characterization of an Agonistic Anti-Human EphA2 Monoclonal Antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Oganesyan, V.Y., Wu, H., Dall'Acqua, W.F.	2.5	X-RAY DIFFRACTION	0.271	0.21600000000000005	False	True	IGHV3	IGKV1	Kappa	8.10e-10	-12.4	SPR	NA	21867711
5l6y	H	L	0	C	protein	NA	interleukin-13	IMMUNE SYSTEM	06/01/16	il13 in complex with tralokinumab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Breed, J.	1.99	X-RAY DIFFRACTION	0.21100000000000002	0.18899999999999997	False	True	IGHV1	IGLV3	Lambda	5.8e-11	-13.965182855604231	SPR	NA	TBD
3p0g	B	NA	0	A	protein	NA	beta-2 adrenergic receptor, lysozyme	SIGNALING PROTEIN, Hydrolase	09/28/10	Structure of a nanobody-stabilized active state of the beta2 adrenoceptor	HOMO SAPIENS, ENTEROBACTERIA PHAGE T4; LAMA GLAMA	lama glama	NA	homo sapiens, enterobacteria phage t4	Rasmussen, S.G.F., Choi, H.-J., Fung, J.J., Pardon, E., Casarosa, P., Chae, P.S., DeVree, B.T., Rosenbaum, D.M., Thian, F.S., Kobilka, T.S., Schnapp, A., Konetzki, I., Sunahara, R.K., Gellman, S.H., Pautsch, A., Steyaert, J., Weis, W.I., Kobilka, B.K.	3.5	X-RAY DIFFRACTION	0.308	0.235	False	True	IGHV1	NA	NA	8.4e-11	-13.745742430538545	Unknown	NA	TBD
3p0y	H	L	0	A	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM	09/29/10	anti-EGFR/HER3 Fab DL11 in complex with domain III of EGFR extracellular region	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eigenbrot, C., Shia, S.	1.8	X-RAY DIFFRACTION	0.215	0.18100000000000002	False	True	IGHV3	IGKV1	Kappa	1.92e-09	-12.36	SPR	37	22014573
2jix	H	L	0	E	protein	NA	erythropoietin receptor	RECEPTOR/IMMUNE SYSTEM	07/02/07	Crystal structure of ABT-007 FAB fragment with the soluble domain of  EPO receptor	ESCHERICHIA COLI; HOMO SAPIENS	NA	NA	homo sapiens	Liu, Z., Stoll, V.S., DeVries, P., Jakob, C.G., Xie, N., Simmer, R.L., Lacy, S.E., Egan, D.A., Harlan, J.E., Lesniewski, R.R., Reilly, E.B.	3.2	X-RAY DIFFRACTION	0.32299999999999995	0.257	False	True	IGHV4	IGKV1	Kappa	3e-08	-10.26	17620453	SPR	NA
2jix	F	A	0	C | B	protein | protein	NA | NA	erythropoietin receptor | erythropoietin receptor	RECEPTOR/IMMUNE SYSTEM	07/02/07	Crystal structure of ABT-007 FAB fragment with the soluble domain of  EPO receptor	ESCHERICHIA COLI; HOMO SAPIENS	NA	NA	homo sapiens | homo sapiens	Liu, Z., Stoll, V.S., DeVries, P., Jakob, C.G., Xie, N., Simmer, R.L., Lacy, S.E., Egan, D.A., Harlan, J.E., Lesniewski, R.R., Reilly, E.B.	3.2	X-RAY DIFFRACTION	0.32299999999999995	0.257	False	True	IGHV4	IGKV1	Kappa	3.00e-08	-10.26	17620453	SPR	NA
2jix	D	G	0	E	protein	NA	erythropoietin receptor	RECEPTOR/IMMUNE SYSTEM	07/02/07	Crystal structure of ABT-007 FAB fragment with the soluble domain of  EPO receptor	ESCHERICHIA COLI; HOMO SAPIENS	NA	NA	homo sapiens	Liu, Z., Stoll, V.S., DeVries, P., Jakob, C.G., Xie, N., Simmer, R.L., Lacy, S.E., Egan, D.A., Harlan, J.E., Lesniewski, R.R., Reilly, E.B.	3.2	X-RAY DIFFRACTION	0.32299999999999995	0.257	False	True	IGHV4	IGKV1	Kappa	3e-08	-10.26	17620453	SPR	NA
1fe8	H	L	0	A	protein	NA	von willebrand factor	IMMUNE SYSTEM	07/21/00	CRYSTAL STRUCTURE OF THE VON WILLEBRAND FACTOR A3 DOMAIN IN COMPLEX WITH A FAB FRAGMENT OF IGG RU5 THAT INHIBITS COLLAGEN BINDING	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Bouma, B., Huizinga, E.G., Schiphorst, M.E., Sixma, J.J., Kroon, J., Gros, P.	2.03	X-RAY DIFFRACTION	0.264	0.22699999999999998	False	False	IGHV2	IGKV10	Kappa	2e-06	-7.7747861441417445	Unknown	NA	TBD
1fe8	J	N	0	C	protein	NA	von willebrand factor	IMMUNE SYSTEM	07/21/00	CRYSTAL STRUCTURE OF THE VON WILLEBRAND FACTOR A3 DOMAIN IN COMPLEX WITH A FAB FRAGMENT OF IGG RU5 THAT INHIBITS COLLAGEN BINDING	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Bouma, B., Huizinga, E.G., Schiphorst, M.E., Sixma, J.J., Kroon, J., Gros, P.	2.03	X-RAY DIFFRACTION	0.264	0.22699999999999998	False	False	IGHV2	IGKV10	Kappa	2e-06	-7.7747861441417445	Unknown	NA	TBD
1fe8	I	M	0	B	protein	NA	von willebrand factor	IMMUNE SYSTEM	07/21/00	CRYSTAL STRUCTURE OF THE VON WILLEBRAND FACTOR A3 DOMAIN IN COMPLEX WITH A FAB FRAGMENT OF IGG RU5 THAT INHIBITS COLLAGEN BINDING	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Bouma, B., Huizinga, E.G., Schiphorst, M.E., Sixma, J.J., Kroon, J., Gros, P.	2.03	X-RAY DIFFRACTION	0.264	0.22699999999999998	False	False	IGHV2	IGKV10	Kappa	2e-06	-7.7747861441417445	Unknown	NA	TBD
4zff	A	B	0	C	protein	NA	vascular endothelial growth factor a	SIGNALING PROTEIN/IMMUNE SYSTEM	04/21/15	Dual-acting Fab 5A12 in complex with VEGF	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Harris, S.F., Wu, P.	2.75	X-RAY DIFFRACTION	0.238	0.197	False	True	IGHV3	IGKV1	Kappa	5e-09	-11.324631107601816	SPR	NA	TBD
4zff	H	L	0	D	protein	NA	vascular endothelial growth factor a	SIGNALING PROTEIN/IMMUNE SYSTEM	04/21/15	Dual-acting Fab 5A12 in complex with VEGF	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Harris, S.F., Wu, P.	2.75	X-RAY DIFFRACTION	0.238	0.197	False	True	IGHV3	IGKV1	Kappa	5e-09	-11.324631107601816	SPR	NA	TBD
4zfg	H	L	0	A	protein	NA	angiopoietin-2	SIGNALING PROTEIN/IMMUNE SYSTEM	04/21/15	Dual-specificity Fab 5A12 in complex with Angiopoietin 2	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Harris, S.F., Wu, P.	2.27	X-RAY DIFFRACTION	0.223	0.177	False	True	IGHV3	IGKV1	Kappa	5e-09	-11.324631107601816	SPR	NA	TBD
4cmh	B	C	0	A	protein	NA	adp-ribosyl cyclase 1	HYDROLASE/IMMUNE SYSTEM	01/15/14	Crystal structure of CD38 with a novel CD38-targeting antibody  SAR650984	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Deckert, J., Wetzel, M.C., Park, P.U., Bartle, L.M., Skaletskaya, A., Goldmacher, V., Vallee, F., ZhouLiu, Q., Ferrari, P., Pouzieux, S., Lahoute, C., Dumontet, C., Plesa, A., Chiron, M., Lejeune, P., Chittenden, T., Blanc, V.	1.53	X-RAY DIFFRACTION	0.2082	0.1878	False	False	IGHV1	IGKV6	Kappa	2.0000000000000003e-10	-13.231762501782761	Fluorescence	NA	TBD
5aaw	K	K	0	L	protein	NA	dengue serotype 4 envelope protein domain 3	VIRAL PROTEIN	07/30/15	Structure of a redesigned cross-reactive antibody to dengue virus  with increased in vivo potency	DENGUE VIRUS; MUS MUSCULUS	mus musculus	NA	dengue virus	Wong, Y., Robinson, L., Lescar, J., Sasisekharan, R.	3.27	X-RAY DIFFRACTION	0.26258000000000004	0.22661	True	True	unknown	unknown	unknown	4.320000000000001e-09	-11.411241859183763	SPR	NA	TBD
5aaw	D	D	0	E	protein	NA	dengue serotype 4 envelope protein domain 3	VIRAL PROTEIN	07/30/15	Structure of a redesigned cross-reactive antibody to dengue virus  with increased in vivo potency	DENGUE VIRUS; MUS MUSCULUS	mus musculus	NA	dengue virus	Wong, Y., Robinson, L., Lescar, J., Sasisekharan, R.	3.27	X-RAY DIFFRACTION	0.26258000000000004	0.22661	True	True	unknown	unknown	unknown	4.320000000000001e-09	-11.411241859183763	SPR	NA	TBD
5aaw	H	H	0	I	protein	NA	dengue serotype 4 envelope protein domain 3	VIRAL PROTEIN	07/30/15	Structure of a redesigned cross-reactive antibody to dengue virus  with increased in vivo potency	DENGUE VIRUS; MUS MUSCULUS	mus musculus	NA	dengue virus	Wong, Y., Robinson, L., Lescar, J., Sasisekharan, R.	3.27	X-RAY DIFFRACTION	0.26258000000000004	0.22661	True	True	unknown	unknown	unknown	4.320000000000001e-09	-11.411241859183763	SPR	NA	TBD
5aaw	B	B	0	J	protein	NA	dengue serotype 4 envelope protein domain 3	VIRAL PROTEIN	07/30/15	Structure of a redesigned cross-reactive antibody to dengue virus  with increased in vivo potency	DENGUE VIRUS; MUS MUSCULUS	mus musculus	NA	dengue virus	Wong, Y., Robinson, L., Lescar, J., Sasisekharan, R.	3.27	X-RAY DIFFRACTION	0.26258000000000004	0.22661	True	True	unknown	unknown	unknown	4.320000000000001e-09	-11.411241859183763	SPR	NA	TBD
5aaw	A	A	0	C	protein	NA	dengue serotype 4 envelope protein domain 3	VIRAL PROTEIN	07/30/15	Structure of a redesigned cross-reactive antibody to dengue virus  with increased in vivo potency	DENGUE VIRUS; MUS MUSCULUS	mus musculus	NA	dengue virus	Wong, Y., Robinson, L., Lescar, J., Sasisekharan, R.	3.27	X-RAY DIFFRACTION	0.26258000000000004	0.22661	True	True	unknown	unknown	unknown	4.320000000000001e-09	-11.411241859183763	SPR	NA	TBD
5aaw	F	F	0	G	protein	NA	dengue serotype 4 envelope protein domain 3	VIRAL PROTEIN	07/30/15	Structure of a redesigned cross-reactive antibody to dengue virus  with increased in vivo potency	DENGUE VIRUS; MUS MUSCULUS	mus musculus	NA	dengue virus	Wong, Y., Robinson, L., Lescar, J., Sasisekharan, R.	3.27	X-RAY DIFFRACTION	0.26258000000000004	0.22661	True	True	unknown	unknown	unknown	4.320000000000001e-09	-11.411241859183763	SPR	NA	TBD
1yym	H	L	0	G	protein	NA	exterior membrane glycoprotein(gp120)	Viral protein/Immune system	02/25/05	crystal structure of F23, a scorpion-toxin mimic of CD4, in complex with HIV-1 YU2 gp120 envelope glycoprotein and anti-HIV-1 antibody 17b	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Huang, C.C., Stricher, F., Martin, L., Decker, J.M., Majeed, S., Barthe, P., Hendrickson, W.A., Robinson, J., Roumestand, C., Sodroski, J., Wyatt, R., Shaw, G.M., Vita, C., Kwong, P.D.	2.2	X-RAY DIFFRACTION	0.268	0.209	False	True	IGHV1	IGKV3	Kappa	9.48e-06	-6.852859535761411	SPR	NA	TBD
1yym	R	Q	0	P	protein	NA	exterior membrane glycoprotein(gp120)	Viral protein/Immune system	02/25/05	crystal structure of F23, a scorpion-toxin mimic of CD4, in complex with HIV-1 YU2 gp120 envelope glycoprotein and anti-HIV-1 antibody 17b	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Huang, C.C., Stricher, F., Martin, L., Decker, J.M., Majeed, S., Barthe, P., Hendrickson, W.A., Robinson, J., Roumestand, C., Sodroski, J., Wyatt, R., Shaw, G.M., Vita, C., Kwong, P.D.	2.2	X-RAY DIFFRACTION	0.268	0.209	False	True	IGHV1	IGKV3	Kappa	9.48e-06	-6.852859535761411	SPR	NA	TBD
1yyl	H	L	0	G	protein	NA	exterior membrane glycoprotein(gp120)	Viral protein/Immune system	02/25/05	crystal structure of CD4M33, a scorpion-toxin mimic of CD4, in complex with HIV-1 YU2 gp120 envelope glycoprotein and anti-HIV-1 antibody 17b	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Huang, C.C., Stricher, F., Martin, L., Decker, J.M., Majeed, S., Barthe, P., Hendrickson, W.A., Robinson, J., Roumestand, C., Sodroski, J., Wyatt, R., Shaw, G.M., Vita, C., Kwong, P.D.	2.75	X-RAY DIFFRACTION	0.275	0.202	False	True	IGHV1	IGKV3	Kappa	4e-09	-11.9	ITC	37	15893666
1yyl	R	Q	0	P	protein	NA	exterior membrane glycoprotein(gp120)	Viral protein/Immune system	02/25/05	crystal structure of CD4M33, a scorpion-toxin mimic of CD4, in complex with HIV-1 YU2 gp120 envelope glycoprotein and anti-HIV-1 antibody 17b	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Huang, C.C., Stricher, F., Martin, L., Decker, J.M., Majeed, S., Barthe, P., Hendrickson, W.A., Robinson, J., Roumestand, C., Sodroski, J., Wyatt, R., Shaw, G.M., Vita, C., Kwong, P.D.	2.75	X-RAY DIFFRACTION	0.275	0.202	False	True	IGHV1	IGKV3	Kappa	4.00e-09	-11.9	ITC	37	15893666
5aam	B	B	0	J	protein	NA	envelope protein	IMMUNE SYSTEM	07/27/15	Structure of a redesigned cross-reactive antibody to dengue virus  with increased in vivo potency	MUS MUSCULUS; DENGUE VIRUS	mus musculus	NA	dengue virus	Wong, Y.H., Robinson, L.N., Lescar, J., Sasisekharan, R.	2.49	X-RAY DIFFRACTION	0.2698	0.2196	True	True	unknown	unknown	unknown	3.8e-09	-11.487230459870787	SPR	NA	TBD
5aam	A	A	0	C	protein	NA	envelope protein	IMMUNE SYSTEM	07/27/15	Structure of a redesigned cross-reactive antibody to dengue virus  with increased in vivo potency	MUS MUSCULUS; DENGUE VIRUS	mus musculus	NA	dengue virus	Wong, Y.H., Robinson, L.N., Lescar, J., Sasisekharan, R.	2.49	X-RAY DIFFRACTION	0.2698	0.2196	True	True	unknown	unknown	unknown	3.8e-09	-11.487230459870787	SPR	NA	TBD
1yy9	D	C	0	A	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/Transferase	02/24/05	Structure of the extracellular domain of the epidermal growth factor receptor in complex with the Fab fragment of cetuximab/Erbitux/IMC-C225	HOMO SAPIENS; MUS MUSCULUS, HOMO SAPIENS	mus musculus, homo sapiens	mus musculus, homo sapiens	homo sapiens	Li, S., Schmitz, K.R., Jeffrey, P.D., Wiltzius, J.J.W., Kussie, P., Ferguson, K.M.	2.605	X-RAY DIFFRACTION	0.289	0.239	False	True	IGHV2	IGKV5	Kappa	2.30e-09	-11.78	SPR	25	15837620
5ush	D	E	0	A	protein	NA	imv membrane protein	VIRAL PROTEIN/Immune system	02/13/17	Structure of vaccinia virus D8 protein bound to human Fab vv66	VACCINIA VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	vaccinia virus	Zajonc, D.M.	2.3	X-RAY DIFFRACTION	0.257	0.218	False	False	IGHV4	IGLV1	Lambda	1.5000000000000002e-09	-12.037965345328766	SPR	NA	TBD
5ush	H	L	0	X	protein	NA	imv membrane protein	VIRAL PROTEIN/Immune system	02/13/17	Structure of vaccinia virus D8 protein bound to human Fab vv66	VACCINIA VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	vaccinia virus	Zajonc, D.M.	2.3	X-RAY DIFFRACTION	0.257	0.218	False	False	IGHV4	IGLV1	Lambda	1.5000000000000002e-09	-12.037965345328766	SPR	NA	TBD
5usl	H	L	0	X	protein	NA	imv membrane protein	VIRAL PROTEIN/Immune System	02/13/17	Structure of vaccinia virus D8 protein bound to human Fab vv304	VACCINIA VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	vaccinia virus	Zajonc, D.M.	2.9	X-RAY DIFFRACTION	0.297	0.247	False	False	IGHV3	IGLV3	Lambda	1.6000000000000003e-11	-14.728215503643927	SPR	NA	TBD
5usl	B	C	0	A	protein	NA	imv membrane protein	VIRAL PROTEIN/Immune System	02/13/17	Structure of vaccinia virus D8 protein bound to human Fab vv304	VACCINIA VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	vaccinia virus	Zajonc, D.M.	2.9	X-RAY DIFFRACTION	0.297	0.247	False	False	IGHV3	IGLV3	Lambda	1.6000000000000003e-11	-14.728215503643927	SPR	NA	TBD
4jkp	H	L	0	G	protein	NA	gp120	viral protein/immune system	03/11/13	Restricting HIV-1 Pathways for Escape using Rationally-Designed Anti-HIV-1 Antibodies	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Diskin, R., Bjorkman, P.J.	2.82	X-RAY DIFFRACTION	0.231	0.193	False	True	unknown	IGKV3	Kappa	5.1e-08	-9.94865428469745	SPR	NA	TBD
2h9g	B	A	0	R	protein	NA	tumor necrosis factor receptor superfamily member 10bprecursor 	IMMUNE SYSTEM/APOTOSIS	06/09/06	Crystal structure of phage derived Fab BdF1 with human Death Receptor 5 (DR5)	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Hymowitz, S.G., Compaan, D.M.	2.32	X-RAY DIFFRACTION	0.282	0.228	False	True	IGHV3	IGKV1	Kappa	5.00e-09	-11.32	SPR	NA	16859704
2h9g	H	L	0	S	protein	NA	tumor necrosis factor receptor superfamily member 10bprecursor 	IMMUNE SYSTEM/APOTOSIS	06/09/06	Crystal structure of phage derived Fab BdF1 with human Death Receptor 5 (DR5)	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Hymowitz, S.G., Compaan, D.M.	2.32	X-RAY DIFFRACTION	0.282	0.228	False	True	IGHV3	IGKV1	Kappa	5e-09	-11.32	SPR	NA	16859704
2xqb	H	L	0	A	protein	NA	interleukin 15	IMMUNE SYSTEM	09/01/10	Crystal Structure of anti-IL-15 Antibody in Complex with human IL-15	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Lowe, D.C., Gerhardt, S., Ward, A., Hargreaves, D., Anderson, M., StGallay, S., Vousden, K., Ferraro, F., Pauptit, R.A., Cochrane, D., Pattison, D.V., Buchanan, C., Popovic, B., Finch, D.K., Wilkinson, T., Sleeman, M., Vaughan, T.J., Cruwys, S., Mallinder, P.R.	2.6	X-RAY DIFFRACTION	0.31811	0.24441	False	True	IGHV1	IGLV1	Lambda	5.20e-11	-14.02	SPR	NA	21167836
3h42	H	L	0	B | A	protein | protein	NA | NA	proprotein convertase subtilisin/kexin type 9 | proprotein convertase subtilisin/kexin type 9	HYDROLASE/IMMUNE SYSTEM	04/17/09	Crystal structure of PCSK9 in complex with Fab from LDLR competitive antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Piper, D.E., Walker, N.P.C., Romanow, W.G., Thibault, S.T., Tsai, M.M., Yang, E.	2.3	X-RAY DIFFRACTION	0.209	0.191	False	True	IGHV3	IGLV1	Lambda	4.00E-12	-15.54	Other	25	19443683
3v6z	C	D	0	E	protein	NA	e-antigen	IMMUNE SYSTEM	12/20/11	Crystal Structure of Hepatitis B Virus e-antigen	HEPATITIS B VIRUS; MUS MUSCULUS	mus musculus	mus musculus	hepatitis b virus	Dimattia, M.A., Watts, N.R., Stahl, S.J., Grimes, J.M., Steven, A.C., Stuart, D.I., Wingfield, P.T.	3.34	X-RAY DIFFRACTION	0.233	0.234	False	False	IGHV5	IGKV8	Kappa	3.3e-09	-11.570817226937057	SPR	NA	TBD
3v6z	A	B	0	F	protein	NA	e-antigen	IMMUNE SYSTEM	12/20/11	Crystal Structure of Hepatitis B Virus e-antigen	HEPATITIS B VIRUS; MUS MUSCULUS	mus musculus	mus musculus	hepatitis b virus	Dimattia, M.A., Watts, N.R., Stahl, S.J., Grimes, J.M., Steven, A.C., Stuart, D.I., Wingfield, P.T.	3.34	X-RAY DIFFRACTION	0.233	0.234	False	False	IGHV5	IGKV8	Kappa	3.3e-09	-11.570817226937057	SPR	NA	TBD
4kht	H	L	0	A	protein	NA	gp41 helix	immune system	05/01/13	Triple helix bundle of GP41 complexed with fab 8066	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Li, M., Gustchina, A,, Wlodawer, A.	2.8169999999999997	X-RAY DIFFRACTION	0.266	0.215	False	False	IGHV1	IGLV3	Lambda	4.3000000000000005e-09	-11.413991208339995	ITC	NA	TBD
4khx	H	L	0	A	protein	NA	gp41 helix	Immune system	05/01/13	Crystal structure of gp41 helix complexed with antibody 8062	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Li, M., Gustchina, A,, Wlodawer, A.	2.9210000000000003	X-RAY DIFFRACTION	0.289	0.237	False	False	IGHV1	IGLV3	Lambda	4.2e-09	-11.427932644037817	ITC	NA	TBD
5yhl	H	L	0	A	protein	NA	prostaglandin e2 receptor ep4 subtype	SIGNALING PROTEIN/IMMUNE SYSTEM	09/28/17	Crystal structure of the clinically important GPCR in complex with functional antibody.	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Toyoda, Y., Morimoto, K., Suno, R., Horita, S., Iwata, S., Kobayashi, T.	4.2	X-RAY DIFFRACTION	0.359	0.33299999999999996	False	True	IGHV1	IGKV14	Kappa	1.8000000000000002e-08	-10.565698709005899	Unknown	NA	TBD
2vwe	E	C	0	A	protein	NA	vascular endothelial growth factor b	IMMUNE SYSTEM	06/23/08	Crystal Structure of Vascular Endothelial Growth Factor-B in Complex  with a Neutralizing Antibody Fab Fragment	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Leonard, P., Scotney, P.D., Jabeen, T., Iyer, S., Fabri, L.J., Nash, A.D., Acharya, K.R.	3.4	X-RAY DIFFRACTION	0.31	0.262	False	True	IGHV1	IGKV10	Kappa	1.1400000000000001e-10	-13.56	SPR	NA	18930733
2vwe	L	J	0	B	protein	NA	vascular endothelial growth factor b	IMMUNE SYSTEM	06/23/08	Crystal Structure of Vascular Endothelial Growth Factor-B in Complex  with a Neutralizing Antibody Fab Fragment	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Leonard, P., Scotney, P.D., Jabeen, T., Iyer, S., Fabri, L.J., Nash, A.D., Acharya, K.R.	3.4	X-RAY DIFFRACTION	0.31	0.262	False	True	IGHV1	IGKV10	Kappa	1.14e-10	-13.56	SPR	NA	18930733
1kxq	G	NA	0	B	protein	NA	alpha-amylase, pancreatic	HYDROLASE, IMMUNE SYSTEM	02/01/02	Camelid VHH Domain in Complex with Porcine Pancreatic alpha-Amylase	CAMELUS DROMEDARIUS; SUS SCROFA	camelus dromedarius	NA	sus scrofa	Desmyter, A., Spinelli, S., Payan, F., Lauwereys, M., Wyns, L., Muyldermans, S., Cambillau, C.	1.6	X-RAY DIFFRACTION	0.219	0.197	False	True	IGHV1	NA	NA	3.5e-09	-11.53	SPR	NA	11960990
1kxq	F	NA	0	C	protein	NA	alpha-amylase, pancreatic	HYDROLASE, IMMUNE SYSTEM	02/01/02	Camelid VHH Domain in Complex with Porcine Pancreatic alpha-Amylase	CAMELUS DROMEDARIUS; SUS SCROFA	camelus dromedarius	NA	sus scrofa	Desmyter, A., Spinelli, S., Payan, F., Lauwereys, M., Wyns, L., Muyldermans, S., Cambillau, C.	1.6	X-RAY DIFFRACTION	0.219	0.197	False	True	IGHV1	NA	NA	3.5e-09	-11.53	SPR	NA	11960990
1kxq	H	NA	0	A	protein	NA	alpha-amylase, pancreatic	HYDROLASE, IMMUNE SYSTEM	02/01/02	Camelid VHH Domain in Complex with Porcine Pancreatic alpha-Amylase	CAMELUS DROMEDARIUS; SUS SCROFA	camelus dromedarius	NA	sus scrofa	Desmyter, A., Spinelli, S., Payan, F., Lauwereys, M., Wyns, L., Muyldermans, S., Cambillau, C.	1.6	X-RAY DIFFRACTION	0.219	0.197	False	True	IGHV1	NA	NA	3.5e-09	-11.53	SPR	NA	11960990
1kxq	E	NA	0	D	protein	NA	alpha-amylase, pancreatic	HYDROLASE, IMMUNE SYSTEM	02/01/02	Camelid VHH Domain in Complex with Porcine Pancreatic alpha-Amylase	CAMELUS DROMEDARIUS; SUS SCROFA	camelus dromedarius	NA	sus scrofa	Desmyter, A., Spinelli, S., Payan, F., Lauwereys, M., Wyns, L., Muyldermans, S., Cambillau, C.	1.6	X-RAY DIFFRACTION	0.219	0.197	False	True	IGHV1	NA	NA	3.50e-09	-11.53	SPR	NA	11960990
5whk	H	L	0	A | B	protein | protein	NA | NA	igg receptor fcrn large subunit p51 | beta-2-microglobulin	IMMUNE SYSTEM	07/17/17	Crystal structure of Fab fragment of antibody DX-2507 bound to FcRn-B2M	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Edwards, T.E., Clifton, M.C., Nixon, A.E., Kenniston, J.A.	2.5	X-RAY DIFFRACTION	0.225	0.16899999999999998	False	True	IGHV3	IGLV2	Lambda	1.8100000000000002e-09	-11.926660331959345	SPR	NA	TBD
2nxz	D	C	0	A	protein	NA	envelope glycoprotein gp120	VIRAL PROTEIN/IMMUNE SYSTEM	11/20/06	HIV-1 gp120 Envelope Glycoprotein (T257S, S334A, S375W) Complexed with CD4 and Antibody 17b	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Xu, L., Dey, B., Hessell, A.J., Van Ryk, D., Xiang, S.H., Yang, X., Zhang, M.Y., Zwick, M.B., Arthos, J., Burton, D.R., Dimitrov, D.S., Sodroski, J., Wyatt, R., Nabel, G.J., Kwong, P.D.	2.04	X-RAY DIFFRACTION	0.244	0.20600000000000002	False	True	IGHV1	IGKV3	Kappa	5.29e-07	NA	SPR	NA	17301785
5dwu	H	L	0	A | B	protein | protein	NA | NA	cytokine receptor common subunit beta | cytokine receptor common subunit beta	IMMUNE SYSTEM	09/23/15	Beta common receptor in complex with a Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Dhagat, U., Parker, M.W.	3.97	X-RAY DIFFRACTION	0.33	0.289	False	True	IGHV3	IGKV1	Kappa	4.9e-08	-9.972356792569007	SPR	NA	TBD
1op9	A	NA	0	B	protein	NA	lysozyme c	HYDROLASE	03/05/03	Complex of human lysozyme with camelid VHH HL6 antibody fragment	CAMELUS DROMEDARIUS; HOMO SAPIENS	camelus dromedarius	NA	homo sapiens	Dumoulin, M., Last, A.M., Desmyter, A., Decanniere, K., Canet, D., Larsson, G., Spencer, A., Archer, D.B., Sasse, J., Muyldermans, S., Wyns, L., Redfield, C., Matagne, A., Robinson, C.V., Dobson, C.M.	1.86	X-RAY DIFFRACTION	0.23800000000000002	0.196	False	True	IGHV1	NA	NA	7.00e-10	-12.48	SPR	25	12917687
